id,tool_id,D,l_,L,z,morse_taper,execution,fi_,group,D_additional,d_,hole_type,created_at,updated_at
1056,13227,10.75,94.0,142.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1057,13228,11.0,94.0,142.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1058,13229,11.75,94.0,142.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1059,13230,12.0,101.0,151.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1060,13231,12.75,101.0,151.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1061,13232,13.0,101.0,151.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1062,13233,13.75,108.0,160.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1063,13234,14.0,108.0,160.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1064,13235,14.75,114.0,169.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1065,13236,15.0,114.0,169.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1066,13237,15.75,120.0,178.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1067,13238,16.0,120.0,178.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1068,13239,16.75,125.0,184.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1069,13240,17.0,125.0,184.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1070,13241,17.75,130.0,191.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1071,13242,18.0,130.0,191.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1072,13243,18.7,135.0,198.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1073,13244,19.0,135.0,198.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1074,13245,19.7,140.0,206.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
