id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
1981,45.0,301.0,,,4.0,,,,125.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1982,45.0,301.0,,,4.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1983,45.0,301.0,,,4.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1984,45.0,301.0,,,4.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1985,45.0,301.0,,,4.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1986,45.0,326.0,,,4.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1987,45.0,326.0,,,4.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1988,45.0,326.0,,,4.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1989,45.0,326.0,,,4.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1990,45.0,326.0,,,4.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1991,45.0,326.0,,,4.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1992,45.0,356.0,,,4.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1993,45.0,356.0,,,4.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1994,45.0,356.0,,,4.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1995,45.0,356.0,,,4.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1996,45.0,356.0,,,4.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1997,45.0,356.0,,,4.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1998,50.0,251.0,,,6.0,,,,75.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
1999,50.0,251.0,,,6.0,,,,75.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2000,50.0,251.0,,,6.0,,,,75.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2001,50.0,251.0,,,6.0,,,,75.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2002,50.0,251.0,,,6.0,,,,75.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2003,50.0,251.0,,,6.0,,,,75.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2004,50.0,266.0,,,6.0,,,,90.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2005,50.0,266.0,,,6.0,,,,90.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2006,50.0,266.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2007,50.0,266.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2008,50.0,266.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2009,50.0,266.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2010,50.0,282.0,,,6.0,,,,106.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2011,50.0,282.0,,,6.0,,,,106.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2012,50.0,282.0,,,6.0,,,,106.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2013,50.0,282.0,,,6.0,,,,106.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2014,50.0,282.0,,,6.0,,,,106.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2015,50.0,282.0,,,6.0,,,,106.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2016,50.0,301.0,,,6.0,,,,125.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2017,50.0,301.0,,,6.0,,,,125.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2018,50.0,301.0,,,6.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2019,50.0,301.0,,,6.0,,,,125.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2020,50.0,301.0,,,6.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2021,50.0,301.0,,,6.0,,,,125.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2022,50.0,326.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2023,50.0,326.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2024,50.0,326.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2025,50.0,326.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2026,50.0,326.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2027,50.0,326.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2028,50.0,356.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2029,50.0,356.0,,,6.0,,,,180.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2030,50.0,356.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2031,50.0,356.0,,,6.0,,,,180.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2032,50.0,356.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2033,50.0,356.0,,,6.0,,,,180.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2034,50.0,396.0,,,6.0,,,,220.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2035,50.0,396.0,,,6.0,,,,220.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2036,50.0,396.0,,,6.0,,,,220.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2037,50.0,396.0,,,6.0,,,,220.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2038,50.0,396.0,,,6.0,,,,220.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2039,50.0,396.0,,,6.0,,,,220.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2040,56.0,252.0,,,6.0,,,,75.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2041,56.0,252.0,,,6.0,,,,75.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2042,56.0,252.0,,,6.0,,,,75.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2043,56.0,252.0,,,6.0,,,,75.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2044,56.0,252.0,,,6.0,,,,75.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2045,56.0,252.0,,,6.0,,,,75.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2046,56.0,327.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2047,56.0,327.0,,,6.0,,,,150.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2048,56.0,327.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2049,56.0,327.0,,,6.0,,,,150.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2050,56.0,327.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2051,56.0,327.0,,,6.0,,,,150.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2052,60.0,268.0,,,6.0,,,,90.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2053,60.0,268.0,,,6.0,,,,90.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2054,60.0,268.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2055,60.0,268.0,,,6.0,,,,90.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2056,60.0,268.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2057,60.0,268.0,,,6.0,,,,90.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2058,60.0,284.0,,,6.0,,,,106.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2059,60.0,284.0,,,6.0,,,,106.0,,,,5,1,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2060,60.0,284.0,,,6.0,,,,106.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2061,60.0,284.0,,,6.0,,,,106.0,,,,5,2,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
2062,60.0,284.0,,,6.0,,,,106.0,,,,5,3,90.0,Концевая,0,1.0,Тип 2,Фреза,ГОСТ 23248-78,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
