id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
14514,63.0,50.0,,,12.0,4.0,27.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,2.0,,3.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14515,63.0,50.0,,,12.0,4.0,27.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,2.0,,3.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14516,71.0,63.0,,,10.0,4.0,27.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,2.5,,4.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14517,71.0,63.0,,,10.0,4.0,27.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,2.5,,4.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14518,80.0,71.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,3.0,,4.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14519,80.0,71.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,3.0,,4.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14520,80.0,71.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,3.5,,4.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14521,80.0,71.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,3.5,,4.5,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14522,90.0,80.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,4.0,,5.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14523,90.0,80.0,,,10.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,4.0,,5.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14524,90.0,90.0,,,9.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,5.0,,6.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14525,90.0,90.0,,,9.0,4.0,32.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,5.0,,6.0,-0.5,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14526,112.0,112.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,6.0,,7.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14527,112.0,112.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,6.0,,7.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14528,112.0,112.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,7.0,,7.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14529,112.0,112.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,7.0,,7.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14530,118.0,118.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,8.0,,8.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14531,118.0,118.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,8.0,,8.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14532,140.0,150.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,10.0,,9.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14533,140.0,150.0,,,9.0,5.0,40.0,,,,,,,,90.0,Червячная,0.1,1.0,Тип 1,Фреза,ГОСТ 6637-80,,,,,,,,,,,,,,,,10.0,,9.0,-1.0,"А, В, С",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14534,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х26х30,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14535,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х26х30,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14536,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х28х32,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14537,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х28х32,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14538,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х32х36,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14539,70.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х32х36,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14540,80.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х36х40,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14541,80.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х36х40,12.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14542,80.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х42х46,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14543,80.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х42х46,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14544,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х46х50,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14545,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х46х50,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14546,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х52х58,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14547,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х52х58,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14548,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х56х62,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14549,90.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х56х62,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14550,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х62х68,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14551,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х62х68,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14552,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х72х78,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14553,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х72х78,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14554,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х82х88,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14555,100.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х82х88,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14556,112.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х92х98,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14557,112.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х92х98,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14558,112.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х102х108,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14559,112.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х102х108,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14560,125.0,112.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х112х120,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14561,125.0,112.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х112х120,14.0,Легкая,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14562,63.0,50.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,34.0,,,,,22.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х16х20,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14563,63.0,50.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,34.0,,,,,22.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х18х22,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14564,70.0,56.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х21х25,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14565,70.0,56.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х21х25,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14566,70.0,56.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х23х28,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14567,70.0,56.0,,,,,,,4.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х23х28,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14568,80.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х26х32,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14569,80.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х26х32,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14570,80.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х28х34,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14571,80.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,6х28х34,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14572,80.0,63.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,40.0,,,,,27.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х32х38,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14573,90.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х36х42,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14574,90.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х36х42,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14575,90.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х42х48,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14576,90.0,70.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х42х48,10.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14577,100.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х46х54,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14578,100.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х52х60,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14579,100.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х52х60,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14580,100.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х56х65,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14581,100.0,80.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,50.0,,,,,32.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х56х65,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14582,112.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х62х72,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14583,112.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,8х62х72,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14584,112.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х72х82,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14585,112.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х82х92,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14586,112.0,90.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х82х92,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14587,125.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 1,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х92х102,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
14588,125.0,100.0,,,,,,,5.0,,,,,,90.0,Червячная,"0, 1",1.0,Тип 2,Фреза,ГОСТ 8027-86,60.0,,,,,40.0,,,,,,,,,,,,,,"А, В, С",,,,,,10х92х102,12.0,Средняя,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
