index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,z,Конус_Морзе,Исполнение,fi_,Группа,Тип_инструмента,Стандарт,D_1,P,d_,Направление,B,K,Точность,D_2,l_1_,Серия,omega_,r_,D_ном.,D_1_доп.,D_2_доп.,L_1,L_2,L_3,L_3_доп.,Разряд,Тип_хвостовика,l_откл._,L_откл.,r_откл._,l_0_,k_,K_откл.,a_откл._
7951,2300-8645,,10.7,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7952,2300-8646,,10.7,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7953,2300-8647,,10.8,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7954,2300-8648,,10.8,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7955,2300-8649,,10.8,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7956,2300-8651,,10.8,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7957,2300-8652,,10.8,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7958,2300-8653,,10.8,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7959,2300-8654,,10.9,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7960,2300-8655,,10.9,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7961,2300-8656,,10.9,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7962,2300-8657,,10.9,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7963,2300-8658,,10.9,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7964,2300-8659,,10.9,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7965,2300-8661,,11.0,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7966,2300-8662,,11.0,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7967,2300-8663,,11.0,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7968,2300-8664,,11.0,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7969,2300-8665,,11.0,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7970,2300-8666,,11.0,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7971,2300-8667,,11.1,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7972,2300-8668,,11.1,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7973,2300-8669,,11.1,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7974,2300-8671,,11.1,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7975,2300-8672,,11.1,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7976,2300-8673,,11.1,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7977,2300-8674,,11.2,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7978,2300-8675,,11.2,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7979,2300-8676,,11.2,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7980,2300-8677,,11.2,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7981,2300-8678,,11.2,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7982,2300-8679,,11.2,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7983,2300-8681,,11.3,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7984,2300-8682,,11.3,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7985,2300-8683,,11.3,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7986,2300-8684,,11.3,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7987,2300-8685,,11.3,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7988,2300-8686,,11.3,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7989,2300-8687,,11.4,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7990,2300-8688,,11.4,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7991,2300-8689,,11.4,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7992,2300-8691,,11.4,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7993,2300-8692,,11.4,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7994,2300-8693,,11.4,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
7995,2300-8694,,11.5,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7996,2300-8695,,11.5,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7997,2300-8696,,11.5,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7998,2300-8697,,11.5,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
7999,2300-8698,,11.5,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8000,2300-8699,,11.5,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8001,2300-8701,,11.6,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8002,2300-8702,,11.6,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8003,2300-8703,,11.6,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8004,2300-8704,,11.6,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8005,2300-8705,,11.6,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8006,2300-8706,,11.6,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8007,2300-8707,,11.7,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8008,2300-8708,,11.7,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8009,2300-8709,,11.7,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8010,2300-8711,,11.7,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8011,2300-8712,,11.7,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8012,2300-8713,,11.7,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8013,2300-8714,,11.8,,,65,110.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8014,2300-8715,,11.8,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8015,2300-8716,,11.8,,,65,110.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8016,2300-8717,,11.8,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8017,2300-8718,,11.8,,,94,142.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8018,2300-8719,,11.8,,,94,142.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8019,2300-8721,,11.9,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8020,2300-8722,,11.9,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8021,2300-8723,,11.9,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8022,2300-8724,,11.9,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8023,2300-8725,,11.9,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8024,2300-8726,,11.9,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8025,2300-8727,,12.0,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8026,2300-8728,,12.0,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8027,2300-8729,,12.0,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8028,2300-8731,,12.0,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8029,2300-8732,,12.0,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8030,2300-8733,,12.0,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8031,2300-8734,,12.1,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8032,2300-8735,,12.1,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8033,2300-8736,,12.1,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8034,2300-8737,,12.1,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8035,2300-8738,,12.1,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8036,2300-8739,,12.1,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8037,2300-8741,,12.1,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8038,2300-8742,,12.1,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8039,2300-8743,,12.2,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8040,2300-8744,,12.2,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8041,2300-8745,,12.2,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8042,2300-8746,,12.2,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8043,2300-8747,,12.2,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8044,2300-8748,,12.2,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8045,2300-8749,,12.2,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8046,2300-8751,,12.2,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8047,2300-8752,,12.3,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8048,2300-8753,,12.3,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8049,2300-8754,,12.3,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8050,2300-8755,,12.3,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8051,2300-8756,,12.3,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8052,2300-8757,,12.3,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8053,2300-8758,,12.3,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8054,2300-8759,,12.3,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8055,2300-8761,,12.4,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8056,2300-8762,,12.4,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8057,2300-8763,,12.4,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8058,2300-8764,,12.4,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8059,2300-8765,,12.4,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8060,2300-8766,,12.4,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8061,2300-8767,,12.4,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8062,2300-8768,,12.4,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8063,2300-8769,,12.5,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8064,2300-8771,,12.5,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8065,2300-8772,,12.5,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8066,2300-8773,,12.5,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8067,2300-8774,,12.5,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8068,2300-8775,,12.5,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8069,2300-8776,,12.5,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8070,2300-8777,,12.5,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8071,2300-8778,,12.6,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8072,2300-8779,,12.6,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8073,2300-8781,,12.6,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8074,2300-8782,,12.6,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8075,2300-8783,,12.6,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8076,2300-8784,,12.6,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8077,2300-8785,,12.6,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8078,2300-8786,,12.6,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8079,2300-8787,,12.7,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8080,2300-8788,,12.7,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8081,2300-8789,,12.7,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8082,2300-8791,,12.7,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8083,2300-8792,,12.7,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8084,2300-8793,,12.7,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8085,2300-8794,,12.7,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8086,2300-8795,,12.7,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8087,2300-8796,,12.8,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8088,2300-8797,,12.8,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8089,2300-8798,,12.8,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8090,2300-8799,,12.8,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8091,2300-8801,,12.8,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8092,2300-8802,,12.8,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8093,2300-8803,,12.8,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8094,2300-8804,,12.8,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8095,2300-8805,,12.9,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8096,2300-8806,,12.9,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8097,2300-8807,,12.9,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8098,2300-8808,,12.9,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8099,2300-8809,,12.9,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8100,2300-8811,,12.9,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8101,2300-8812,,12.9,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8102,2300-8813,,12.9,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
8103,2300-8814,,13.0,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8104,2300-8815,,13.0,,,101,151.0,,2.0,,1,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8105,2300-8816,,13.0,,,70,120.0,,2.0,,2,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8106,2300-8817,,13.0,,,101,151.0,,2.0,,2,59.0,Нормальные,Сверло,ГОСТ 22735-77,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
8107,2300-8818,,13.0,,,70,120.0,,2.0,,1,59.0,Укороченные,Сверло,ГОСТ 22735-77,,,,,,,"В, В1",,,,,,,,,,,,,,,,,,,,,
